Rank,Compound_ID,Smiles,Wiener,Zagreb1,Zagreb2,Balaban_RDKit,activity_score,Activity_Predicted_Label,toxicity_score,Toxicity_Predicted_Label,safety_score,priority_score
64,44259185,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC(=C(C=C6)O)O)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)O)O)O)O)O)O)O,18333,352,430,1.2812,0.13295606993914116,0,0.4669425547996976,0,0.5330574452003024,0.07087322296563131
65,162350,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,2622,170,208,1.8524,0.14927986877311836,0,0.5269204064054562,1,0.47307959359454377,0.07062125965103366
66,73207,COC1=C(C(=C2C(=C1O)C(=O)C=C(O2)C3=CC=C(C=C3)O)OC)OC,1388,132,161,2.406,0.24439246295054481,0,0.7122126550697979,1,0.2877873449302021,0.07033305803349008
67,12304093,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,2754,168,202,1.7057,0.14739470118302492,0,0.5269204064054562,1,0.47307959359454377,0.06972942533365464
68,5481663,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O
",6816,240,292,1.4897,0.14565351678354937,0,0.5226568405139834,1,0.4773431594860166,0.069526709891709
69,5274585,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,3153,186,226,1.9124,0.1563277852349739,0,0.555454042081949,1,0.44454595791805096,0.06949488503648882
70,10919701,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O[C@H]6[C@@H]([C@@H]([C@H]([C@@H](O6)C)O)O)O)O)O)O)O)O,10180,286,348,1.3848,0.13867093907041855,0,0.5036092214663643,1,0.49639077853363567,0.06883497540515542
71,21676298,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O
",11798,290,353,1.3163,0.13828294164290575,0,0.5036092214663643,1,0.49639077853363567,0.0686423770600433
72,442428,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O ,5754,224,271,1.4107,0.15641354128749124,0,0.5620738835263215,1,0.4379261164736785,0.06849757469992641
73,1889,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,694,102,120,1.9579,0.2604408728428327,0,0.7370838605861646,1,0.2629161394138354,0.06847410883340718
74,56843093,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=CC(=C2O)O)C3=C(C(=O)C4=C(C=C(C=C4O3)O)O)O)O)O)O,3106,182,222,1.8053,0.14355142665416257,0,0.5259901738473167,1,0.4740098261526833,0.06804478679230927
75,5280805,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,6416,236,287,1.4785,0.14149693635283087,0,0.5226568405139834,1,0.4773431594860166,0.06754259465625208
76,11498684,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O[C@H]6[C@@H]([C@@H]([C@H]([C@@H](O6)C)O)O)O)O)O)O)O)O,10658,292,356,1.3998,0.1357734882530858,0,0.5038046577285168,1,0.4961953422714832,0.06737017247513312
77,5282155,"C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O
",5976,234,285,1.5956,0.13497171239475655,0,0.5036092214663643,1,0.49639077853363567,0.06699871339565117
78,5318767,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,6059,230,279,1.4596,0.140327305623758,0,0.5226568405139834,1,0.4773431594860166,0.0669842794286045
79,168011953,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)O)O)O,12290,296,361,1.3354,0.13477267688320405,0,0.5036092214663643,1,0.49639077853363567,0.06689991400311578
80,5318606,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,3134,186,227,1.9354,0.13998972989432998,0,0.5259901738473167,1,0.4740098261526833,0.06635650753037244
81,12311099,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O,3134,186,227,1.9354,0.13998972989432998,0,0.5259901738473167,1,0.4740098261526833,0.06635650753037244
82,5490064,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H](O4)CO)O)O)O)O,2474,170,207,1.9219,0.15591529225051345,0,0.5754540420819492,1,0.42454595791805083,0.06619320710256708
83,13983738,"COC1=C(C=C(C2=C1OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O)O
",1210,128,156,2.4623,0.27251057094966774,0,0.7595244830267871,1,0.2404755169732129,0.06553212042978676
84,5491657,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)CO)O)O)O)O)O,5936,236,288,1.6185,0.13581074614629526,0,0.5226568405139834,1,0.4773431594860166,0.06482833065762593
85,102068587,C1=CC(=C(C=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O,3041,166,196,1.825,0.13714613759401142,0,0.5288436807047473,1,0.4711563192952527,0.0646172693943547
86,5281673,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O,2886,182,222,1.9473,0.14014856029479797,0,0.5426185267363567,1,0.4573814732636433,0.06410135498341324
87,114627,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O,6148,230,279,1.4168,0.14480596095130438,0,0.5584824860937802,1,0.44151751390621985,0.06393436787802106
88,5280459,"C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
",2677,176,214,1.9211,0.14839409078555005,0,0.5697397563676635,1,0.4302602436323365,0.06384807765498983
89,159287,COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O,1277,128,154,2.2778,0.2626564834460437,0,0.7595244830267871,1,0.2404755169732129,0.06316245364305349
90,10621,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,7098,234,283,1.304,0.14812652088386863,0,0.5749319727891157,1,0.4250680272108843,0.0629638480097179
91,5282149,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O,2698,174,211,1.8857,0.13355244384130172,0,0.534153439153439,1,0.46584656084656095,0.06221494665612388
92,5282102,"C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
",2698,174,211,1.8857,0.13355244384130172,0,0.534153439153439,1,0.46584656084656095,0.06221494665612388
93,24211971,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4C([C@@H]([C@@H](C(O4)CO)O)O)O)O,2698,174,211,1.8857,0.13355244384130172,0,0.5372638945578287,1,0.46273610544217125,0.06179953773540824
94,6072,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,2786,160,188,1.8181,0.12982284352965084,0,0.5259901738473167,1,0.4740098261526833,0.0615373034921368
95,5280699,COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O)OC,1540,138,169,2.4168,0.21258499937848518,0,0.7122126550697979,1,0.2877873449302021,0.061179272543122915
96,188323,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)OC,1154,122,147,2.2973,0.26553791494991935,0,0.7762712137298002,1,0.22372878627019976,0.05940847542046499
97,102273880,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)CO)O)O)O)O,7990,254,307,1.5161,0.12366362207687254,0,0.5226568405139834,1,0.4773431594860166,0.05902998407565905
98,5280682,"COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)O
",1416,132,160,2.3434,0.24369716666567937,0,0.7595244830267871,1,0.2404755169732129,0.05860320213883647
99,73201,COC1=CC(=C2C(=O)C[C@H](OC2=C1)C3=CC=CC=C3)O ,779,106,126,2.0186,0.21779135788926815,0,0.7323065674367786,1,0.2676934325632214,0.05830131617598323
100,97214,"COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O
",1472,132,160,2.2603,0.24199981589921826,0,0.7595244830267871,1,0.2404755169732129,0.05819503083578686
101,5315263,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O,1736,142,174,2.3781,0.20148327934122126,0,0.7122126550697979,1,0.2877873449302021,0.0579843380094403
102,5486199,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)C)O)O)O)C5=CC=C(C=C5)O)O)O)O)O,5622,226,275,1.5842,0.13442200679680222,0,0.5688095238095239,1,0.4311904761904761,0.05796148912119257
103,44257283,CC(C)(C1CC2=C(O1)C=C3C(=C2O)C(=O)C(=CO3)C4=CC=C(C=C4)O)O,1614,148,180,1.8947,0.20673425978210389,0,0.7231053659625089,1,0.27689463403749115,0.05724360720537728
104,5490139,CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C(=CO3)C4=CC=C(C=C4)O)C,1440,142,172,1.9769,0.23445276393603268,0,0.7595244830267871,1,0.2404755169732129,0.056380149613316104
105,5282154,COC1=CC(=CC(=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,1245,130,158,2.3763,0.2286445130449856,0,0.7595244830267871,1,0.2404755169732129,0.05498340747758143
106,107905,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,2839,174,208,1.7214,0.1476280501239234,0,0.6393856188706687,1,0.3606143811293313,0.053236797932768545
107,5464381,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)OC)O,1166,122,146,2.2501,0.28192960823793933,0,0.813370636872941,1,0.18662936312705902,0.05261634323210787
108,129650297,"CC(=CCC1=C(C=C2C(=C1O)C(=O)C(=C(O2)CC=C(C)C)C3=CC=C(C=C3)O)O[C@H]4C(C([C@@H](C(O4)CO)O)O)O)C 
",5468,216,258,1.9422,0.14545791570852368,0,0.6393856188706687,1,0.3606143811293313,0.05245421625359171
109,5281612,"COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
",1038,118,141,2.2414,0.2788507137078707,0,0.813370636872941,1,0.18662936312705902,0.05204173110682577
110,5280666,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,1025,118,141,2.2643,0.2783231781278293,0,0.813370636872941,1,0.18662936312705902,0.05194327747749579
111,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,1104,126,153,2.3951,0.21510663794628218,0,0.7595244830267871,1,0.2404755169732129,0.05172787996450194
112,5281803,COC1=C(C=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O,1029,118,142,2.2646,0.27371019518593676,0,0.813370636872941,1,0.18662936312705902,0.051082359408934394
113,128853,C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O,1005,120,144,2.2947,0.21138928385838218,0,0.7595244830267871,1,0.2404755169732129,0.0508339473184417
114,5320287,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)O)O,1286,128,155,2.3093,0.2717599122179189,0,0.813370636872941,1,0.18662936312705902,0.05071837934069567
115,128861,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O,894,114,136,2.272,0.2277399699161065,0,0.7788793217364646,1,0.22112067826353543,0.050358016615566624
116,3084066,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)O)O,1182,122,147,2.2392,0.2680426389861858,0,0.813370636872941,1,0.18662936312705902,0.05002462700488806
117,42607646,CC(C(=O)C1=CC2=C(C=C1)OCO2)C(=O)C3=C(C=C(C=C3)OC)OC,1541,130,155,1.8578,0.17094340948867295,0,0.7122126550697979,1,0.2877873449302021,0.0491953499500615
118,160237,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O)OC,1293,128,155,2.3029,0.23934371675269778,0,0.7965499466349989,1,0.2034500533650011,0.04869449194591407
119,10736576,CC1(C=CC2=C(O1)C=C3C(=C2OC)C(=O)C(=CO3)C4=CC=C(C=C4)O)C,1576,146,177,2.0059,0.1644857220389623,0,0.7122126550697979,1,0.2877873449302021,0.04733690922452019
120,5281691,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)O)O,1124,124,150,2.356,0.2531380762759454,0,0.813370636872941,1,0.18662936312705902,0.047242997958588585
121,402594,CC(=CCC1=C2C(=C3C(=C1O)C(=O)C(=CO3)C4=CC=C(C=C4)O)CC(O2)C(C)(C)O)C,2519,172,208,1.99,0.1410700477782484,0,0.6666035344606772,1,0.3333964655393228,0.047032255322731406
122,5318214,"COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O
",1026,118,141,2.2748,0.2350289964688453,0,0.813370636872941,1,0.18662936312705902,0.0438633119273724
123,160921,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O,1434,132,161,2.3309,0.23487276026556395,0,0.813370636872941,1,0.18662936312705902,0.043834153664256616
124,129716149,CC(=CCC(C1CO1)C2=C(C3=C(C=C2O)OC=C(C3=O)C4=CC=C(C=C4)O)O)C,2177,158,191,1.9037,0.15822893531084548,0,0.7243959742063005,1,0.27560402579369947,0.04360853156871986
